scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	biosamplemodel	geographic_location	dev_stage	sampletitle	breed	host	collectiondate	geolocname	collected_by	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original	tissue_normalized	tissue_original
Temnothorax nylanderi	abdomen	abdomen		female				yes	yes	no		PRJNA673150	SAMN16591854	SRX9398798	SRR12935074	SRA1150360	SRS7616815	SRP289721	Gene expression analyses of an ant host and cestode parasite shed light on parasite-induced changes and parasite metabolism	RNA-Seq of Temnothorax nylanderi: abdomen of adult worker infected with cestode rep2	Ant colonies were collected in October 2017 and 2018 from the Lenneberg forest near Mainz, Germany. Ants were transported to the Johannes Gutenberg University Mainz, relocated to slide nests composed of a Plexiglas cavity sandwiched between two microscope slides, and placed in three-chambered nesting boxes. Until sampling, ants were kept at 22C and fed with honey twice weekly but no crickets to prevent contamination of the gut content. Water was provided ad libitum. In November 2017, we selected four infected colonies and transferred four infected and four non-infected workers from the brood-pile per colony into small Petri dishes. Infected workers are mostly found directly on the brood although they show less brood care activity (Scharf et al., 2012). Infection status was preliminarily assessed by the color of the cuticle since infected workers have a yellow cuticle compared to the typical brown cuticle of their uninfected nestmates (Trabalon et al., 2000). However, note that in infected colonies, sometimes infected workers occur with a normal brown cuticle, and without dissection, infection status cannot be determined with certainty (Scharf et al., 2012). We, therefore, confirmed infection status later by mapping the reads of each sample against the cestode transcriptome. The gaster of the ants was detached with a razor blade directly in front of the postpetiole and four abdomens per colony were pooled into 100 l of Trizol to reduce variance between samples. Abdomens were directly crushed in Trizol, which was kept on ice and protected from direct light. Samples were stored under -80C until RNA extraction, which was performed using the RNAeasy mini extraction kit (Qiagen) following the standard protocol and sent to the Institute of Molecular Biology Mainz (IMB) for sequencing on an Illumina NextSeq500. The entire procedure was repeated exactly one year later, in 2018, only this time we selected four uninfected colonies and obtained one pool of four abdomens of again inside workers directly on the brood and one sample of the abdomen of the queen per colony. Thus, the location inside the nest was the same for all our four groups.			Infected_2	single	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	22123141	1659235575	592297431								Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB8418782		102681	2021-05-19 12:11:56							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12935/SRR12935074/SRR12935074.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12935074/SRR12935074	gs://sra-pub-zq-106/SRR12935074/SRR12935074.lite.1	Pool of 4 infected workers from infected nest Replicate 2		2017-10	Germany:Lenneberg forest, Mainz	Invertebrate		adult			not applicable			AG Foitzik, Universtiy Mainz, Germany	2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	abdomen	abdomen
Temnothorax nylanderi	abdomen	abdomen		female				yes	yes	no		PRJNA673150	SAMN16591857	SRX9398807	SRR12935065	SRA1150360	SRS7616824	SRP289721	Gene expression analyses of an ant host and cestode parasite shed light on parasite-induced changes and parasite metabolism	RNA-Seq of Temnothorax nylanderi: abdomen of healthy adult worker from nest containing infected workers rep1	Ant colonies were collected in October 2017 and 2018 from the Lenneberg forest near Mainz, Germany. Ants were transported to the Johannes Gutenberg University Mainz, relocated to slide nests composed of a Plexiglas cavity sandwiched between two microscope slides, and placed in three-chambered nesting boxes. Until sampling, ants were kept at 22C and fed with honey twice weekly but no crickets to prevent contamination of the gut content. Water was provided ad libitum. In November 2017, we selected four infected colonies and transferred four infected and four non-infected workers from the brood-pile per colony into small Petri dishes. Infected workers are mostly found directly on the brood although they show less brood care activity (Scharf et al., 2012). Infection status was preliminarily assessed by the color of the cuticle since infected workers have a yellow cuticle compared to the typical brown cuticle of their uninfected nestmates (Trabalon et al., 2000). However, note that in infected colonies, sometimes infected workers occur with a normal brown cuticle, and without dissection, infection status cannot be determined with certainty (Scharf et al., 2012). We, therefore, confirmed infection status later by mapping the reads of each sample against the cestode transcriptome. The gaster of the ants was detached with a razor blade directly in front of the postpetiole and four abdomens per colony were pooled into 100 l of Trizol to reduce variance between samples. Abdomens were directly crushed in Trizol, which was kept on ice and protected from direct light. Samples were stored under -80C until RNA extraction, which was performed using the RNAeasy mini extraction kit (Qiagen) following the standard protocol and sent to the Institute of Molecular Biology Mainz (IMB) for sequencing on an Illumina NextSeq500. The entire procedure was repeated exactly one year later, in 2018, only this time we selected four uninfected colonies and obtained one pool of four abdomens of again inside workers directly on the brood and one sample of the abdomen of the queen per colony. Thus, the location inside the nest was the same for all our four groups.			Nestmate_1	single	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	22373456	1678009200	595204463								Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB8418782		102681	2021-05-19 12:11:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12935/SRR12935065/SRR12935065.lite.1	s3://sra-pub-zq-1/SRR12935065/SRR12935065.lite.1	gs://sra-pub-zq-106/SRR12935065/SRR12935065.lite.1	Pool of 4 uninfected workers from infected nest Replicate 1		2017-10	Germany:Lenneberg forest, Mainz	Invertebrate		adult			not applicable			AG Foitzik, Universtiy Mainz, Germany	2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	abdomen	abdomen
Temnothorax nylanderi	abdomen	abdomen		female				yes	yes	no		PRJNA673150	SAMN16591859	SRX9398809	SRR12935063	SRA1150360	SRS7616826	SRP289721	Gene expression analyses of an ant host and cestode parasite shed light on parasite-induced changes and parasite metabolism	RNA-Seq of Temnothorax nylanderi: abdomen of healthy adult worker from nest containing infected workers rep3	Ant colonies were collected in October 2017 and 2018 from the Lenneberg forest near Mainz, Germany. Ants were transported to the Johannes Gutenberg University Mainz, relocated to slide nests composed of a Plexiglas cavity sandwiched between two microscope slides, and placed in three-chambered nesting boxes. Until sampling, ants were kept at 22C and fed with honey twice weekly but no crickets to prevent contamination of the gut content. Water was provided ad libitum. In November 2017, we selected four infected colonies and transferred four infected and four non-infected workers from the brood-pile per colony into small Petri dishes. Infected workers are mostly found directly on the brood although they show less brood care activity (Scharf et al., 2012). Infection status was preliminarily assessed by the color of the cuticle since infected workers have a yellow cuticle compared to the typical brown cuticle of their uninfected nestmates (Trabalon et al., 2000). However, note that in infected colonies, sometimes infected workers occur with a normal brown cuticle, and without dissection, infection status cannot be determined with certainty (Scharf et al., 2012). We, therefore, confirmed infection status later by mapping the reads of each sample against the cestode transcriptome. The gaster of the ants was detached with a razor blade directly in front of the postpetiole and four abdomens per colony were pooled into 100 l of Trizol to reduce variance between samples. Abdomens were directly crushed in Trizol, which was kept on ice and protected from direct light. Samples were stored under -80C until RNA extraction, which was performed using the RNAeasy mini extraction kit (Qiagen) following the standard protocol and sent to the Institute of Molecular Biology Mainz (IMB) for sequencing on an Illumina NextSeq500. The entire procedure was repeated exactly one year later, in 2018, only this time we selected four uninfected colonies and obtained one pool of four abdomens of again inside workers directly on the brood and one sample of the abdomen of the queen per colony. Thus, the location inside the nest was the same for all our four groups.			Nestmate_3	single	RNA-Seq	TRANSCRIPTOMIC	RANDOM	NextSeq 500	22546820	1691011500	601873271								Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB8418782		102681	2021-05-19 12:11:57							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12935/SRR12935063/SRR12935063.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12935063/SRR12935063	gs://sra-pub-zq-106/SRR12935063/SRR12935063.lite.1	Pool of 4 uninfected workers from infected nest Replicate 3		2017-10	Germany:Lenneberg forest, Mainz	Invertebrate		adult			not applicable			AG Foitzik, Universtiy Mainz, Germany	2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	abdomen	abdomen
Temnothorax nylanderi	fat body	fat_body		female				yes	yes	no		PRJNA1297301	SAMN53361701	SRX31184058	SRR36142979	SRA2282190	SRS27167944	SRP647840	Temnothorax nylanderi: DNA methylation and gene expression in caste, tissue, and parasitism	RNA-seq from T.nylanderi: Pool of 2 Uninfected ants (Fat Body)	RNA extraction was then conducted with the RNeasy Mini Kit (Qiagen). Libraries were prepared using the NEBNext Ultra RNA Library Prep Kit and sequenced on a Novaseq X Plus Series.			MD5NotFB_lib1	paired	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina NovaSeq X Plus	9454223	2836266900	864301627								Institute of Organismic and Molecular Evolution	Johannes Gutenberg University Mainz	SUB15727152		102681	2025-11-27 16:22:51							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR036/36142/SRR36142979/SRR36142979.lite.1	s3://sra-pub-zq-5/SRR36142979/SRR36142979.lite.1	gs://sra-pub-zq-100/SRR36142979/SRR36142979.lite.1	Pool 2 Uninfected ants from colony MD5	Temporate forest central Germany	2023-09	Germany: Lennebergwald, Mainz	Invertebrate									2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	fat_body	fat_body
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03787314	SRX1070797	SRR2075827	SRA273713	SRS969910	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of unparasitized workers from unparasitized colony		pool of 20 brains of unparasitized workers from unparasitized colony	Tnyl_628	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	15126104	3055473008	2239422770		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075827/SRR2075827.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2075827/SRR2075827	gs://sra-pub-zq-106/SRR2075827/SRR2075827.zq.1	unparasitized workers from unparasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate									2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03787316	SRX1070798	SRR2075829	SRA273713	SRS969909	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of unparasitized workers from unparasitized colony		pool of 20 brains of unparasitized workers from unparasitized colony	Tnyl_629	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	15623005	3155847010	2312684535		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075829/SRR2075829.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2075829/SRR2075829	gs://sra-pub-zq-106/SRR2075829/SRR2075829.zq.1	unparasitized workers from unparasitized colony	f	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03785064	SRX1070432	SRR2075398	SRA273713	SRS969560	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of unparasitized workers from parasitized colony		pool of 20 brains of unparasitized workers from parasitized colony	Tnyl_624	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	17043814	3442850428	2523641413	100.0	0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075398/SRR2075398.sralite.1	s3://sra-pub-zq-8/SRR2075398/SRR2075398.sralite.1	gs://sra-pub-zq-106/SRR2075398/SRR2075398.noqual.1	unparasitized workers from parasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03787317	SRX1070800	SRR2075833	SRA273713	SRS969907	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of unparasitized workers from unparasitized colony		pool of 20 brains of unparasitized workers from unparasitized colony	Tnyl_631	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	17740831	3583647862	2629169112		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075833/SRR2075833.sralite.1	s3://sra-pub-zq-8/SRR2075833/SRR2075833.sralite.1	gs://sra-pub-zq-106/SRR2075833/SRR2075833.noqual.1	unparasitized workers from unparasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03787315	SRX1070799	SRR2075831	SRA273713	SRS969908	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of unparasitized workers from unparasitized colony		pool of 20 brains of unparasitized workers from unparasitized colony	Tnyl_630	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	18382582	3713281564	2724877863		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075831/SRR2075831.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2075831/SRR2075831	gs://sra-pub-zq-106/SRR2075831/SRR2075831.zq.1	unparasitized workers from unparasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03787319	SRX1070802	SRR2075837	SRA273713	SRS969912	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of parasitized workers from parasitized colony		pool of 20 brains of parasitized workers from parasitized colony	Tnyl_633	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	18721618	3781766836	2767413980		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075837/SRR2075837.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2075837/SRR2075837	gs://sra-pub-zq-106/SRR2075837/SRR2075837.zq.1	parasitized workers from parasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03785067	SRX1070437	SRR2075408	SRA273713	SRS969565	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of unparasitized workers from parasitized colony		pool of 20 brains of unparasitized workers from parasitized colony	Tnyl_626	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	18880510	3813863020	2795139943		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075408/SRR2075408.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2075408/SRR2075408	gs://sra-pub-zq-106/SRR2075408/SRR2075408.zq.1	unparasitized workers from parasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	whole body sample	whole_body						yes	yes	no		PRJNA783286	SAMN23425265	SRX13217435	SRR17027440	SRA1334419	SRS11142901	SRP347620	Transcriptomics of queen-worker pairs in slavemaking ants and its hosts	RNA-Seq of Temnothorax nylanderi Queen	RNA extraction of all samples was conducted in September 2017 using the Nucleo-Spin Mini kit (Macherey-Nagel). For each species, we analyzed a pool of 6 workers and another pool of three queens. We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups.  Samples were shipped to StarSEQ (Mainz) for library preparation and 100bp paired-end sequencing on an Illumina HiSeq. In total, we obtained 15 million reads on average per sample.	"=""RNA-Seq of""&"" ""&D48&"" ""&E48"		37_all.fastq	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	NextSeq 500	12836373	3876584646	1663674024								Zoology/Evolutionary Biology	University of Regensburg	SUB10689241		102681	2022-02-01 04:00:43							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17027/SRR17027440/SRR17027440.lite.1	s3://sra-pub-zq-1/SRR17027440/SRR17027440.lite.1	gs://sra-pub-zq-106/SRR17027440/SRR17027440.lite.1	Queen	branches, twigs, crevices	2017-09	Germany: Hesse	Invertebrate									2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	whole_body	whole_body
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03787321	SRX1070804	SRR2075841	SRA273713	SRS969914	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of parasitized workers from parasitized colony		pool of 20 brains of parasitized workers from parasitized colony	Tnyl_635	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	19877745	4015304490	2942727278		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075841/SRR2075841.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2075841/SRR2075841	gs://sra-pub-zq-106/SRR2075841/SRR2075841.noqual.1	parasitized workers from parasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03785066	SRX1070435	SRR2075404	SRA273713	SRS969563	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of unparasitized workers from parasitized colony		pool of 20 brains of unparasitized workers from parasitized colony	Tnyl_625	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	20167971	4073930142	2985030351		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075404/SRR2075404.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2075404/SRR2075404	gs://sra-pub-zq-106/SRR2075404/SRR2075404.zq.1	unparasitized workers from parasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate									2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03787320	SRX1070803	SRR2075839	SRA273713	SRS969913	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of parasitized workers from parasitized colony		pool of 20 brains of parasitized workers from parasitized colony	Tnyl_634	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	20215587	4083548574	2989143704		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075839/SRR2075839.sralite.1	s3://sra-pub-zq-5/SRR2075839/SRR2075839.sralite.1	gs://sra-pub-zq-106/SRR2075839/SRR2075839.zq.1	parasitized workers from parasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
Temnothorax nylanderi	whole body sample	whole_body						yes	yes	no		PRJNA783286	SAMN23425266	SRX13217436	SRR17027439	SRA1334419	SRS11142900	SRP347620	Transcriptomics of queen-worker pairs in slavemaking ants and its hosts	RNA-Seq of Temnothorax nylanderi Worker	RNA extraction of all samples was conducted in September 2017 using the Nucleo-Spin Mini kit (Macherey-Nagel). For each species, we analyzed a pool of 6 workers and another pool of three queens. We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups.  Samples were shipped to StarSEQ (Mainz) for library preparation and 100bp paired-end sequencing on an Illumina HiSeq. In total, we obtained 15 million reads on average per sample.	"=""RNA-Seq of""&"" ""&D49&"" ""&E49"		38_all.fastq	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	NextSeq 500	14904015	4501012530	1912496624								Zoology/Evolutionary Biology	University of Regensburg	SUB10689241		102681	2022-02-01 04:00:43							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17027/SRR17027439/SRR17027439.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17027439/SRR17027439	gs://sra-pub-zq-109/SRR17027439/SRR17027439.lite.1	Worker	branches, twigs, crevices	2017-09	Germany: Hesse	Invertebrate									2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	whole_body	whole_body
Temnothorax nylanderi	brain	brain						yes	yes	no		PRJNA287658	SAMN03787318	SRX1070801	SRR2075835	SRA273713	SRS969911	SRP059789	Temnothorax nylanderi Transcriptome or Gene expression	Gene expression pattern of parasitized versus unparasitized ant workers	pool of 20 brains of parasitized workers from parasitized colony		pool of 20 brains of parasitized workers from parasitized colony	Tnyl_632	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2500	23774573	4802463746	3522535066		0.0	200.0	0.0	Application Read	Forward	1.0	Molecular Ecology	Biodiversity and Climate Research Centre	Tnylanderi-Abrevis		102681	2015-09-24 00:00:00							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/075/SRR2075835/SRR2075835.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2075835/SRR2075835	gs://sra-pub-zq-106/SRR2075835/SRR2075835.zq.1	parasitized workers from parasitized colony	forest near Mainz	2013-09	Germany: Mainz area	Invertebrate		adult							2759	33208	6656	50557	7399	36668	300110	102681	Temnothorax nylanderi	brain	brain
