scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	sample_name	isolate	collection_date	env_biome	geo_loc_name	tissue_type	dev_stage	lat_lon	num_replicons	estimated_size	ploidy	propagation	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original	mapping_rate
Wasmannia auropunctata	W.auropunctata queen (9) in French Guiana: the population employs clonal reproduction system. Adult queen (9)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024765	DRX026152	DRR029077	DRA002958	DRS017035	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024765	NA	W.auropunctata queen (9) in French Guiana: the population employs clonal reproduction system. Adult queen (9)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	6662101	1012639352	564700289	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:36	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029077/DRR029077.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029077/DRR029077	gs://sra-pub-zq-103/DRR029077/DRR029077.zq.1	WASAURFGQ9	WASQ9	2012-02/2012-03	forest	French Guiana: Kourou	whole body except abdomen	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	76.7
Wasmannia auropunctata	W.auropunctata worker (1) in French Guiana: the population employs clonal reproduction system. Adult worker (1)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024766	DRX026153	DRR029078	DRA002958	DRS017036	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024766	NA	W.auropunctata worker (1) in French Guiana: the population employs clonal reproduction system. Adult worker (1)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	5746286	873435472	489085665	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:37	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029078/DRR029078.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029078/DRR029078	gs://sra-pub-zq-102/DRR029078/DRR029078.zq.1	WASAURFGW1	WASW1	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	75.5
Wasmannia auropunctata	W.auropunctata worker (10) in French Guiana: the population employs clonal reproduction system. Adult worker (10)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024767	DRX026154	DRR029079	DRA002958	DRS017037	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024767	NA	W.auropunctata worker (10) in French Guiana: the population employs clonal reproduction system. Adult worker (10)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	6813584	1035664768	583167720	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:36	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029079/DRR029079.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029079/DRR029079	gs://sra-pub-zq-103/DRR029079/DRR029079.noqual.1	WASAURFGW10	WASW10	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	55.9
Wasmannia auropunctata	W.auropunctata worker (11) in French Guiana: the population employs clonal reproduction system. Adult worker (11)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024768	DRX026155	DRR029080	DRA002958	DRS017038	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024768	NA	W.auropunctata worker (11) in French Guiana: the population employs clonal reproduction system. Adult worker (11)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	6036821	917596792	507148465	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:36	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029080/DRR029080.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029080/DRR029080	gs://sra-pub-zq-103/DRR029080/DRR029080.zq.1	WASAURFGW11	WASW11	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	71.8
Wasmannia auropunctata	W.auropunctata worker (12) in French Guiana: the population employs clonal reproduction system. Adult worker (12)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024769	DRX026156	DRR029081	DRA002958	DRS017039	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024769	NA	W.auropunctata worker (12) in French Guiana: the population employs clonal reproduction system. Adult worker (12)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	6088205	925407160	535706548	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:37	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029081/DRR029081.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029081/DRR029081	gs://sra-pub-zq-104/DRR029081/DRR029081.zq.1	WASAURFGW12	WASW12	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	73
Wasmannia auropunctata	W.auropunctata worker (2) in French Guiana: the population employs clonal reproduction system. Adult worker (2)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024770	DRX026157	DRR029082	DRA002958	DRS017040	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024770	NA	W.auropunctata worker (2) in French Guiana: the population employs clonal reproduction system. Adult worker (2)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	7879916	1197747232	666391897	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:37	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029082/DRR029082.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029082/DRR029082	gs://sra-pub-zq-103/DRR029082/DRR029082.zq.1	WASAURFGW2	WASW2	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	65.5
Wasmannia auropunctata	W.auropunctata worker (3) in French Guiana: the population employs clonal reproduction system. Adult worker (3)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024771	DRX026158	DRR029083	DRA002958	DRS017041	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024771	NA	W.auropunctata worker (3) in French Guiana: the population employs clonal reproduction system. Adult worker (3)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	5765296	876324992	483435930	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:35	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029083/DRR029083.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029083/DRR029083	gs://sra-pub-zq-104/DRR029083/DRR029083.zq.1	WASAURFGW3	WASW3	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	72.2
Wasmannia auropunctata	W.auropunctata worker (3) in hawai: the population employs clonal reproduction system. Adult workers (3)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024787	DRX026173	DRR029098	DRA002958	DRS017056	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024787	NA	W.auropunctata worker (3) in hawai: the population employs clonal reproduction system. Adult workers (3)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	26905793	4038808524	2381738496	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:36	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029098/DRR029098.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029098/DRR029098	gs://sra-pub-zq-104/DRR029098/DRR029098.zq.1	WASAURHAWW3	WASHW3	2012-02/2012-03	forest	USA: Hawai, Hilo Experimental farm	whole body	adult	19.64052 N 155.1106505 W	5	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	62.4
Wasmannia auropunctata	W.auropunctata worker (4) in French Guiana: the population employs clonal reproduction system. Adult worker (4)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024772	DRX026159	DRR029084	DRA002958	DRS017042	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024772	NA	W.auropunctata worker (4) in French Guiana: the population employs clonal reproduction system. Adult worker (4)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	7211346	1096124592	595616258	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:36	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029084/DRR029084.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029084/DRR029084	gs://sra-pub-zq-103/DRR029084/DRR029084.noqual.1	WASAURFGW4	WASW4	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	70.1
Wasmannia auropunctata	W.auropunctata worker (5) In French Guiana: the population employs clonal reproduction system. Adult worker (5)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024773	DRX026160	DRR029085	DRA002958	DRS017043	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024773	NA	W.auropunctata worker (5) In French Guiana: the population employs clonal reproduction system. Adult worker (5)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	7953101	1208871352	678828960	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:36	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029085/DRR029085.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029085/DRR029085	gs://sra-pub-zq-102/DRR029085/DRR029085.noqual.1	WASAURFGW5	WASW5	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	74.6
Wasmannia auropunctata	W.auropunctata worker (6) in French Guiana: the population employs clonal reproduction system. Adult worker (6)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024774	DRX026161	DRR029086	DRA002958	DRS017044	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024774	NA	W.auropunctata worker (6) in French Guiana: the population employs clonal reproduction system. Adult worker (6)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	6793592	1032625984	585024821	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:36	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029086/DRR029086.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029086/DRR029086	gs://sra-pub-zq-104/DRR029086/DRR029086.zq.1	WASAURFGW6	WASW6	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	76.1
Wasmannia auropunctata	W.auropunctata worker (7) in French Guiana: the population employs clonal reproduction system. Adult worker (7)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024775	DRX026162	DRR029087	DRA002958	DRS017045	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024775	NA	W.auropunctata worker (7) in French Guiana: the population employs clonal reproduction system. Adult worker (7)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	6870220	1044273440	593754062	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:35	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029087/DRR029087.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029087/DRR029087	gs://sra-pub-zq-102/DRR029087/DRR029087.zq.1	WASAURFGW7	WASW7	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	75.2
Wasmannia auropunctata	W.auropunctata worker (8) in French Guiana: the population employs clonal reproduction system. Adult worker (8)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024776	DRX026163	DRR029088	DRA002958	DRS017046	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024776	NA	W.auropunctata worker (8) in French Guiana: the population employs clonal reproduction system. Adult worker (8)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	6109817	928692184	522503640	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:36	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029088/DRR029088.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029088/DRR029088	gs://sra-pub-zq-104/DRR029088/DRR029088.zq.1	WASAURFGW8	WASW8	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	69.6
Wasmannia auropunctata	W.auropunctata worker (9) in French Guiana: the population employs clonal reproduction system. Adult worker (9)	NA	NA	female	NA	NA	NA	yes	yes	no	NA	PRJDB3442	SAMD00024777	DRX026164	DRR029089	DRA002958	DRS017047	DRP002449	Wasmannia genome. RNA-seq data fastq reads.	Illumina Genome Analyzer II paired end sequencing of SAMD00024777	NA	W.auropunctata worker (9) in French Guiana: the population employs clonal reproduction system. Adult worker (9)	NA	NA	paired	RNA-Seq	TRANSCRIPTOMIC	RACE	Illumina Genome Analyzer II	6623551	1006779752	568401071	500	NA	184	0	Application Read	Forward	1	Evolution and Ecology Unit	OIST	DRA002958	NA	64793	2015-01-26 10:28:37	NA	NA	NA	NA	NA	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/DRR000/029/DRR029089/DRR029089.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR029089/DRR029089	gs://sra-pub-zq-104/DRR029089/DRR029089.zq.1	WASAURFGW9	WASW9	2012-02/2012-03	forest	French Guiana: Kourou	whole body	adult	5.067 N 52.97901 W	1	314000000	diploid	sexual	2759	33208	6656	50557	7399	36668	64792	64793	Wasmannia auropunctata	66.6
